0.0 0.0 1 
0.0	-9.0	0.0
6398.82121380442	-9.38260581625185	4.075114649219286e-6
23119.341590846558	-9.88456995380512	7.891578324288455e-6
59308.82633507758	-10.387130942821063	1.04899821611273e-5
137718.7086946562	-10.890281692739588	1.2258514616551175e-5
307781.56807598297	-11.393983496083033	1.3461873117551085e-5
677008.731829123	-11.898136750434185	1.4280548057005363e-5
1.4794620361186075e6	-12.402515886437236	1.4837617810741099e-5
3.225222928179168e6	-12.906624147251039	1.5217038958530727e-5
7.026992597667274e6	-13.409375359946708	1.5476146460485018e-5
1.5314436034038795e7	-13.908397450067135	1.565421648135945e-5
3.3398113966279633e7	-14.39850625614699	1.5778373895059316e-5
7.289676620779857e7	-14.868361208209688	1.58677783282071e-5
1.5925526835897082e8	-15.293128717309683	1.593693875521123e-5
3.482513778381834e8	-15.618373117843252	1.5999719255889098e-5
